151,150,file_name,1028,60,63,64,65,112,142,52,100,9818,48,49,44,40,41,1,541,6,9,8,75,200,115,9509,205,207,9524,9525,9506,20,9843,76,108,127,128,129,442,167,58,11,10,39,38,15,14,17,98,55,32,57,56,37,50,35,34,9515,59,116,9513,54,111,31,110
,,DR/input_log_file.txt,,,,,,,,20190502-04:22:50.486,,,,BLPTB,,,,,,,58,FIX.4.2,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,SEBWHITE,,,0,824,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:22:51,,,,SEBWHITE,,,,,,,61,FIX.4.2,,,,,,,,,,,,,,,,,,,825,,234,,,,,,,,,,BLPTB,,,0,824,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:23:20.487,,,,BLPTB,,,,,,,58,FIX.4.2,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,SEBWHITE,,,0,825,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:23:21,,,,SEBWHITE,,,,,,,61,FIX.4.2,,,,,,,,,,,,,,,,,,,826,,234,,,,,,,,,,BLPTB,,,0,825,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:23:50.489,,,,BLPTB,,,,,,,58,FIX.4.2,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,SEBWHITE,,,0,826,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:23:51,,,,SEBWHITE,,,,,,,61,FIX.4.2,,,,,,,,,,,,,,,,,,,827,,239,,,,,,,,,,BLPTB,,,0,826,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:24:20.490,,,,BLPTB,,,,,,,58,FIX.4.2,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,SEBWHITE,,,0,827,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:24:21,,,,SEBWHITE,,,,,,,61,FIX.4.2,,,,,,,,,,,,,,,,,,,828,,239,,,,,,,,,,BLPTB,,,0,827,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:24:50.492,,,,BLPTB,,,,,,,58,FIX.4.2,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,SEBWHITE,,,0,828,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:24:51,,,,SEBWHITE,,,,,,,61,FIX.4.2,,,,,,,,,,,,,,,,,,,829,,244,,,,,,,,,,BLPTB,,,0,828,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:25:20.494,,,,BLPTB,,,,,,,58,FIX.4.2,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,SEBWHITE,,,0,829,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:25:21,,,,SEBWHITE,,,,,,,61,FIX.4.2,,,,,,,,,,,,,,,,,,,830,,235,,,,,,,,,,BLPTB,,,0,829,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:25:50.496,,,,BLPTB,,,,,,,58,FIX.4.2,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,SEBWHITE,,,0,830,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:25:51,,,,SEBWHITE,,,,,,,61,FIX.4.2,,,,,,,,,,,,,,,,,,,831,,231,,,,,,,,,,BLPTB,,,0,830,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:26:20.498,,,,BLPTB,,,,,,,58,FIX.4.2,,,,,,,,,,,,,,,,,,,,,119,,,,,,,,,,SEBWHITE,,,0,831,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:26:21,,,,SEBWHITE,,,,,,,61,FIX.4.2,,,,,,,,,,,,,,,,,,,832,,231,,,,,,,,,,BLPTB,,,0,831,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:26:50.500,,,,BLPTB,,,,,,,58,FIX.4.2,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,SEBWHITE,,,0,832,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:26:51,,,,SEBWHITE,,,,,,,61,FIX.4.2,,,,,,,,,,,,,,,,,,,833,,236,,,,,,,,,,BLPTB,,,0,832,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:27:20.502,,,,BLPTB,,,,,,,58,FIX.4.2,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,SEBWHITE,,,0,833,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:27:21,,,,SEBWHITE,,,,,,,61,FIX.4.2,,,,,,,,,,,,,,,,,,,834,,236,,,,,,,,,,BLPTB,,,0,833,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:27:50.503,,,,BLPTB,,,,,,,58,FIX.4.2,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,SEBWHITE,,,0,834,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:27:51,,,,SEBWHITE,,,,,,,61,FIX.4.2,,,,,,,,,,,,,,,,,,,835,,241,,,,,,,,,,BLPTB,,,0,834,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:28:20.505,,,,BLPTB,,,,,,,58,FIX.4.2,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,SEBWHITE,,,0,835,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:28:21,,,,SEBWHITE,,,,,,,61,FIX.4.2,,,,,,,,,,,,,,,,,,,836,,241,,,,,,,,,,BLPTB,,,0,835,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:28:50.507,,,,BLPTB,,,,,,,58,FIX.4.2,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,SEBWHITE,,,0,836,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:28:51,,,,SEBWHITE,,,,,,,61,FIX.4.2,,,,,,,,,,,,,,,,,,,837,,246,,,,,,,,,,BLPTB,,,0,836,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:29:20.509,,,,BLPTB,,,,,,,58,FIX.4.2,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,SEBWHITE,,,0,837,,,,,,,,
,,DR/input_log_file.txt,,,,,,,,20190502-04:29:21,,,,SEBWHITE,,,,,,,61,FIX.4.2,,,,,,,,,,,,,,,,,,,838,,246,,,,,,,,,,BLPTB,,,0,837,,,,,,,,
